,title,rental price,bedrooms,bathrooms,Area (SF),"latitude,longitude",cats are OK - purrr,dogs are OK - wooof,w/d in unit,wd in unit,laundry in bldg,laundry on site,attached garage,detached garage,carport,furnished,no smoking,wheelchair accessible,lat.,long.,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip
1605,Beautiful 1br in classic Pacific Heights bldg- pkng included!,3650,1,1.0,,"(37.792008, -122.431092)",0,0,0,0,1,0,1,0,0,0,1,0,37.792008,-122.43109199999999,1.0,nearest_street,2400.0,Buchanan St,San Francisco,CA,San Francisco County,94115.0
1607,Waterfront IMPRESSIONIST on the SF Riviera.  $95DepIQ. 3560DIVIS #25.,4195,1,1.0,,"(37.802411, -122.44334)",1,1,0,1,0,0,0,0,0,0,1,0,37.802411,-122.44333999999999,1.0,rooftop,3544.0,Divisadero St,San Francisco,CA,San Francisco County,94123.0
1612,Large Vintage Studio in Great Neighborhood!,2795,1,1.0,,"(37.767045, -122.448021)",1,1,0,0,1,0,0,0,0,0,1,0,37.767045,-122.448021,1.0,rooftop,292.0,Frederick St,San Francisco,CA,San Francisco County,94117.0
1614,25th Floor Studio + Bridge View!,4155,1,1.0,518.0,"(37.787295, -122.392719)",1,1,0,1,0,0,1,0,0,0,1,1,37.787295,-122.392719,1.0,rooftop,350.0,Fremont St,San Francisco,CA,San Francisco County,94105.0
1616,Furnished 1BR Apartment located on 355 Fulton Street,4200,1,1.0,,"(37.778841, -122.422615)",1,1,0,1,0,0,0,0,0,1,1,0,37.778841,-122.422615,1.0,rooftop,380.0,Fulton St,San Francisco,CA,San Francisco County,94102.0
1617,Live The High Life @ AVA 55 Ninth - Modern Apartments w/ Amenities!,3930,1,1.0,716.0,"(37.777018, -122.415696)",1,1,0,1,0,0,0,1,0,0,1,1,37.777018,-122.415696,1.0,rooftop,55.0,9th St,San Francisco,CA,San Francisco County,94103.0
1618,AVA 55 Ninth - Modern Mid-Market Apartments Ready NOW! $1000 Deposit!,3840,1,1.0,716.0,"(37.777018, -122.415696)",1,1,0,1,0,0,0,1,0,0,1,1,37.777018,-122.415696,1.0,rooftop,55.0,9th St,San Francisco,CA,San Francisco County,94103.0
1620,20th Floor Unique 1 Bedroom W/Ceiling To Floor Windows!,4513,1,1.0,652.0,"(37.787295, -122.392719)",1,1,0,1,0,0,1,0,0,0,1,1,37.787295,-122.392719,1.0,rooftop,350.0,Fremont St,San Francisco,CA,San Francisco County,94105.0
1622,Modern Furnished Apartment in Nob Hill: 1BR/1BA - short term,3795,1,1.0,,"(37.790978, -122.407076)",1,0,0,0,1,0,0,0,0,1,1,0,37.790978,-122.407076,1.0,rooftop,540.0,Stockton St,San Francisco,CA,San Francisco County,94108.0
1627,Beautiful Spacious One Bedroom available,2798,1,1.0,930.0,"(37.717168, -122.481561)",1,1,0,0,1,0,0,0,0,0,0,0,37.717168,-122.48156100000001,1.0,rooftop,102.0,Bucareli Dr,San Francisco,CA,San Francisco County,94132.0
1628,Sunny Top-floor One Bedroom near Mission Dolores,2750,1,1.0,650.0,"(37.766212, -122.427452)",0,0,0,0,0,1,0,0,1,0,1,0,37.766212,-122.427452,1.0,rooftop,1931.0,15th St,San Francisco,CA,San Francisco County,94114.0
1630,"Light, Bright, Open Space in the Midst of the Thriving Neighborhood",2695,1,1.0,,"(37.78591, -122.419604)",1,1,0,1,0,0,0,0,0,0,1,0,37.78591,-122.419604,1.0,rooftop,986.0,Polk St,San Francisco,CA,San Francisco County,94109.0
1631,**Remodeled** Prime Pacific Hts XXL 1-Bdrm - Pkng - Open House Sun!,3395,1,1.0,1000.0,"(37.796063, -122.428538)",1,0,0,0,1,0,1,0,0,0,1,0,37.796063000000004,-122.42853799999999,1.0,nearest_street,2600.0,Octavia St,San Francisco,CA,San Francisco County,94123.0
1633,$2250 Quaint 1 bedroom in quiet Noe Valley,2250,1,1.0,,"(37.747696, -122.427045)",1,1,0,0,0,0,0,0,0,0,0,0,37.747696000000005,-122.42704499999999,1.0,nearest_street,3900.0,Cesar Chavez St,San Francisco,CA,San Francisco County,94131.0
1637,Comfortable Apartment Close to Open Spaces and Iconic SF Sights,3495,1,1.0,,"(37.783752, -122.447927)",1,1,0,0,1,0,0,0,0,0,1,0,37.783752,-122.447927,1.0,rooftop,2.0,Wood St,San Francisco,CA,San Francisco County,94118.0
1640,Gorgeous top floor apartment 1br/1ba NOPA,3950,1,1.0,,"(37.771817, -122.440554)",0,0,0,0,1,0,0,0,0,0,0,0,37.771817,-122.440554,1.0,rooftop,101.0,Baker St,San Francisco,CA,San Francisco County,94117.0
1642,Spacious 1 Bed with Period Details and Brand New Luxury Finishes!,4195,1,1.0,,"(37.788277, -122.416056)",1,1,0,1,0,0,0,0,0,0,0,0,37.788277,-122.41605600000001,1.0,rooftop,952.0,Sutter St,San Francisco,CA,San Francisco County,94109.0
1646,"Remodeled 1BR in Great Location, Easy Access to Muni, Shops,Cafes",3200,1,1.0,,"(37.801561, -122.424345)",1,1,0,0,0,0,0,0,0,0,1,0,37.801561,-122.424345,1.0,rooftop,2806.0,Van Ness Ave,San Francisco,CA,San Francisco County,94109.0
1648,"1/2 Month Free - Pet Friendly 1BR in Lower Nob Hill, Rooftop, Dog Run",2795,1,1.0,,"(37.787335, -122.415376)",1,1,0,0,0,1,0,0,0,0,1,0,37.787335,-122.415376,1.0,rooftop,645.0,Leavenworth St,San Francisco,CA,San Francisco County,94109.0
1649,"78 Parker - Beautiful, Spacious Laurel Heights Apartment w/Easy access to MUNI",4150,1,1.0,,"(37.784491, -122.45465)",1,1,0,0,1,0,0,0,0,0,1,0,37.784490999999996,-122.45465,1.0,rooftop,89.0,Parker Ave,San Francisco,CA,San Francisco County,94118.0
1651,"Renovated 1BR with Spacious Bedroom, Walk to FiDi, MUNI, BART",2495,1,1.0,,"(37.787188, -122.418302)",1,1,0,0,1,0,0,0,0,0,0,0,37.787188,-122.418302,1.0,rooftop,1002.0,Post St,San Francisco,CA,San Francisco County,94109.0
1652,"Remodeled 1BR - ROOFTOP, COURTYARD and DOG RUN",3195,1,1.0,,"(37.7872, -122.415333)",1,1,0,0,1,0,0,0,0,0,1,0,37.7872,-122.415333,1.0,rooftop,645.0,Leavenworth St,San Francisco,CA,San Francisco County,94109.0
1653,"One Month Free - Renovated 1BR - Few Steps from FiDi, MUNI, BART",3595,1,1.0,,"(37.790455, -122.407587)",1,1,0,0,1,0,0,0,0,0,1,0,37.790455,-122.407587,1.0,rooftop,618.0,Bush St,San Francisco,CA,San Francisco County,94108.0
1654,Beautiful Newly Remodeled 1BR Apartment Available,2895,1,1.0,,"(37.784741, -122.416406)",1,1,0,0,1,0,1,0,0,0,1,0,37.784741,-122.41640600000001,1.0,rooftop,419.0,Hyde St,San Francisco,CA,San Francisco County,94109.0
1655,Lower Nob Hill Gem! 1BR/1BA with New Kitchen! PROGRESSIVE,2250,1,1.0,,"(37.789383, -122.414876)",0,0,0,0,0,0,0,0,0,0,0,0,37.789383,-122.414876,1.0,rooftop,1086.0,Bush St,San Francisco,CA,San Francisco County,94109.0
1657,"Spacious Laurel Heights Apartment Easy access to MUNI, Walk to Shops",4150,1,1.0,,"(37.784491, -122.45465)",1,1,0,0,1,0,0,0,0,0,1,0,37.784490999999996,-122.45465,1.0,rooftop,89.0,Parker Ave,San Francisco,CA,San Francisco County,94118.0
1658,"One Month Free -  Jr 1BR in Convenient FiDi Location, Walk to Shopping",2750,1,1.0,,"(37.7917, -122.4186)",1,1,0,0,1,0,0,0,0,0,1,0,37.7917,-122.4186,1.0,rooftop,1577.0,Sacramento St,San Francisco,CA,San Francisco County,94109.0
1659,Top Floor Newly Renovated 1BR with beautiful Kitchen,2895,1,1.0,,"(37.788749, -122.415258)",1,1,0,0,1,0,0,0,0,0,0,0,37.788748999999996,-122.41525800000001,1.0,rooftop,821.0,Leavenworth St,San Francisco,CA,San Francisco County,94109.0
1660,Recently Renovated 1BR/1BA - Ideal Layout for Roommates,2995,1,1.0,850.0,"(37.789878, -122.411003)",0,0,0,0,0,1,0,0,0,0,1,0,37.789878,-122.41100300000001,1.0,rooftop,815.0,Bush St,San Francisco,CA,San Francisco County,94108.0
1662,Silver Terrace Small Space,1200,1,1.0,220.0,"(37.730783, -122.409582)",0,0,0,0,0,0,0,0,0,0,1,0,37.730783,-122.409582,1.0,rooftop,8.0,Somerset St,San Francisco,CA,San Francisco County,94134.0
1663,Spacious 1 Bedroom Apartment with Parking In Prime Pacific Heights,3300,1,1.0,,"(37.789646, -122.435539)",0,0,0,0,1,0,1,0,0,0,0,0,37.789646000000005,-122.43553899999999,1.0,rooftop,2160.0,Steiner St,San Francisco,CA,San Francisco County,94115.0
1664,1 Bedroom Apartment in Nob Hill District,2700,1,1.0,,"(37.793343, -122.417867)",0,0,0,0,0,0,0,0,0,0,0,0,37.793343,-122.41786699999999,1.0,rooftop,1340.0,Hyde St,San Francisco,CA,San Francisco County,94109.0
1665,Junior One Bedroom  - Mission District Bart,2750,1,1.0,,"(37.752729, -122.417397)",0,0,0,0,0,0,0,0,0,0,1,0,37.752728999999995,-122.417397,1.0,rooftop,878.0,Capp St,San Francisco,CA,San Francisco County,94110.0
1671,"Panoramic Views, Furnished Eureka Valley 1bd | Elite Leasing",3675,1,1.0,,"(37.75796, -122.439622)",0,0,0,1,0,0,0,0,0,0,1,0,37.75796,-122.439622,1.0,nearest_street,30.0,Seward St,San Francisco,CA,San Francisco County,94114.0
1677,Penthouse Modern Large 1BR Apartment Mid-Market - Now Available,3450,1,1.0,,"(37.781398, -122.409245)",1,1,0,1,0,0,1,0,0,0,1,0,37.781397999999996,-122.409245,1.0,nearest_street,55.0,6th St,San Francisco,CA,San Francisco County,94103.0
1681,Bright Top Flr 1 BDR/ 1 BA Apt in Lower Pac Hts www.RentalsInSF.com,2600,1,1.0,,"(37.785643, -122.444279)",0,0,0,0,0,0,0,0,0,0,1,0,37.785643,-122.44427900000001,1.0,rooftop,2869.0,Bush St,San Francisco,CA,San Francisco County,94115.0
1686,1 Bedroom with Transamerica Building & Coit Tower Views!!!,3100,1,1.0,,"(37.796335, -122.400585)",0,0,0,0,1,0,0,0,0,0,1,0,37.796335,-122.400585,1.0,rooftop,555.0,Battery St,San Francisco,CA,San Francisco County,94111.0
1687,"1 bedroom w/ Dining Room, Living Room, Kitchen, Laundry, Patio(small)",3950,1,1.0,1200.0,"(37.748285, -122.406502)",0,1,0,1,0,0,0,1,0,0,0,0,37.748284999999996,-122.406502,1.0,rooftop,1534.0,Hampshire St,San Francisco,CA,San Francisco County,94110.0
1688,Rentals In SF / Top floor one bedroom APT w/ 1 car parking! PICS,1995,1,1.0,,"(37.764166, -122.506191)",1,0,0,0,1,0,0,0,1,0,1,0,37.764165999999996,-122.50619099999999,1.0,nearest_street,4500.0,Lincoln Way,San Francisco,CA,San Francisco County,94122.0
1691,STUDIO/JNR 1BDR Apartment for Rent,2850,1,1.0,,"(37.798324, -122.440798)",0,0,0,0,1,0,0,0,0,0,1,0,37.798324,-122.440798,1.0,nearest_street,3100.0,Scott St,San Francisco,CA,San Francisco County,94123.0
1692,Marina/Huge 1 bedroom/1690 North Point &Webster/Available Now!!,4495,1,1.0,,"(37.7999, -122.4342)",1,1,0,0,1,0,0,0,0,0,0,0,37.7999,-122.4342,1.0,rooftop,3130.0,Webster St,San Francisco,CA,San Francisco County,94123.0
1694,"Top Fl 1BR Apartment, HW Fl, Walk to Fort Mason, Marina Green, Safeway",3350,1,1.0,,"(37.801884, -122.43134)",0,0,0,0,1,0,1,0,0,0,1,0,37.801884,-122.43133999999999,1.0,rooftop,3326.0,Laguna St,San Francisco,CA,San Francisco County,94123.0
1695,Marina/ 1690 North Point &Webster/Remodeled/W/Din unit/Available Now!!,3795,1,1.0,,"(37.7999, -122.4342)",1,1,0,1,0,0,0,0,0,0,0,0,37.7999,-122.4342,1.0,rooftop,3130.0,Webster St,San Francisco,CA,San Francisco County,94123.0
1699,Lease a Lifestyle Makeover at Parkmerced - 1 Bd 1 Ba spacious highrise,2792,1,1.0,776.0,"(37.714674, -122.473316)",1,1,0,0,1,0,0,0,0,0,1,0,37.714674,-122.473316,1.0,rooftop,101.0,Font Blvd,San Francisco,CA,San Francisco County,94132.0
1701,Huge Studio/Lower Nob Hill/969 Bush &Jones/Available Now!!,2995,1,1.0,,"(37.789594, -122.413222)",1,1,0,0,0,1,0,0,0,1,0,0,37.789594,-122.41322199999999,1.0,rooftop,985.0,Bush St,San Francisco,CA,San Francisco County,94109.0
1702,"See its charm, love its location!",2845,1,1.0,,"(37.7917, -122.4186)",0,0,0,0,1,0,0,0,0,0,1,0,37.7917,-122.4186,1.0,rooftop,1577.0,Sacramento St,San Francisco,CA,San Francisco County,94109.0
1704,Mission/3201 23rd&South Van ness/Newly Remodeled/Available Now!!,3495,1,1.0,,"(37.753968, -122.416413)",1,1,0,0,0,0,0,0,0,0,0,0,37.753968,-122.41641299999999,1.0,nearest_street,1200.0,S Van Ness Ave,San Francisco,CA,San Francisco County,94110.0
1705,1 Bedroom Top of Potrero Hill,2800,1,1.0,500.0,"(37.755957, -122.39881)",0,0,0,0,1,0,0,0,0,0,1,0,37.755957,-122.39881000000001,1.0,rooftop,906.0,Wisconsin St,San Francisco,CA,San Francisco County,94107.0
1706,"Luxury 24th flr Condo, Panoramic GG Bridge to Dwtn views. Furnished",6575,1,1.0,994.0,"(37.798506, -122.415303)",0,0,0,0,1,0,0,0,0,1,0,0,37.798506,-122.41530300000001,1.0,rooftop,999.0,Green St,San Francisco,CA,San Francisco County,94133.0
1708,This Ghirardelli Apartment Offers Practically Designed Living Spaces,2881,1,1.0,,"(37.787395, -122.414024)",1,1,0,0,0,0,1,0,0,0,1,0,37.787395000000004,-122.414024,1.0,rooftop,711.0,Post St,San Francisco,CA,San Francisco County,94109.0
1709,✤Newly Remodeled 1 Bedroom Apartment Available✤,3200,1,1.0,,"(37.784251, -122.476875)",0,0,0,0,1,0,0,0,0,0,1,0,37.784251,-122.476875,1.0,rooftop,5515.0,California St,San Francisco,CA,San Francisco County,94121.0
1710,Amazing Remodel with Bay View in Jr. 1bdm; Open Saturday at Noon,3250,1,1.0,,"(37.7917, -122.4186)",1,0,0,0,1,0,0,0,0,0,0,0,37.7917,-122.4186,1.0,rooftop,1577.0,Sacramento St,San Francisco,CA,San Francisco County,94109.0
1711,"Life is Better Here, You'll Fit Right In - 1 Bd 1 Ba with a view",2832,1,1.0,776.0,"(37.71409, -122.473226)",1,1,0,0,0,1,0,0,0,0,1,0,37.71409,-122.473226,1.0,rooftop,50.0,Chumasero Dr,San Francisco,CA,San Francisco County,94132.0
1712,Updated 1 bed/1bath topfloor prime location,2500,1,1.0,,"(37.782022, -122.470804)",0,0,0,0,1,0,1,0,0,0,1,0,37.782022,-122.470804,1.0,rooftop,331.0,12th Ave,San Francisco,CA,San Francisco County,94118.0
1713,"OPEN HOUSE 1-3pm Studios w/ Rooftop Patio, Courtyard, and Dog Run",2395,1,1.0,,"(37.787251, -122.415299)",1,1,0,0,1,0,0,0,0,0,0,0,37.787251,-122.415299,1.0,rooftop,645.0,Leavenworth St,San Francisco,CA,San Francisco County,94109.0
1714,Nr UcMed with garage OPEN 10/6 (Sat) & 10/7 (Sunday)--1:00pm to 1:30pm,2150,1,1.0,,"(37.745, -122.4383)",0,0,0,0,1,0,1,0,0,0,1,0,37.745,-122.4383,1.0,rooftop,1422.0,Douglass St,San Francisco,CA,San Francisco County,94131.0
1717,"Remodeled, Sunny 1br/1ba with Amazing City & Bay Views!",2950,1,1.0,,"(37.748209, -122.444234)",1,1,0,0,1,0,0,0,1,0,1,0,37.748209,-122.44423400000001,1.0,rooftop,172.0,Portola Dr,San Francisco,CA,San Francisco County,94131.0
1719,New Kids on the Block! Available 11/5,3815,1,1.0,748.0,"(37.761809, -122.391858)",1,1,0,1,0,0,1,0,0,0,1,1,37.761809,-122.39185800000001,1.0,rooftop,690.0,Indiana St,San Francisco,CA,San Francisco County,94107.0
1720,Garden View _ Furnished Studio  _ Lease Now,2699,1,0.0,,"(37.80316, -122.43252)",0,0,0,0,0,1,0,0,0,1,0,0,37.80316,-122.43252,1.0,rooftop,1598.0,Bay St,San Francisco,CA,San Francisco County,94123.0
1721,GREAT COMMUTER LOCATION!!!,2800,1,1.0,650.0,"(37.723347, -122.399652)",1,1,0,0,0,0,1,0,0,0,0,0,37.723347,-122.399652,1.0,rooftop,449.0,Paul Ave,San Francisco,CA,San Francisco County,94124.0
1723,Very Nice Top-Floor Apartment Central Location,3200,1,1.0,,"(37.771464, -122.432078)",0,0,0,0,1,0,1,0,0,0,1,0,37.771464,-122.432078,1.0,rooftop,237.0,Steiner St,San Francisco,CA,San Francisco County,94117.0
1725,Turn over a new leaf at Parkmerced - 1 Bd 1 Ba townhome with carpet,2899,1,1.0,691.0,"(37.719826, -122.483961)",1,1,0,0,0,1,0,0,0,0,1,0,37.719826,-122.48396100000001,1.0,rooftop,350.0,Arballo Dr,San Francisco,CA,San Francisco County,94132.0
1926,Newly remodeled corner apt with lots of light,3100,1,1.0,600.0,"(37.759651, -122.402475)",0,0,0,0,1,0,0,0,0,0,0,0,37.759651,-122.402475,1.0,rooftop,2105.0,20th St,San Francisco,CA,San Francisco County,94107.0
1927,One Bedroom Avail now in Rent Controlled Building,2475,1,1.0,,"(37.790271, -122.415422)",0,0,0,0,1,0,1,0,0,0,1,0,37.790271000000004,-122.41542199999999,1.0,rooftop,946.0,Leavenworth St,San Francisco,CA,San Francisco County,94109.0
1933,OPEN HOUSE This Saturday 10/6 @ 10am! Remodeled 1br in Lower Nob Hill!,2650,1,1.0,,"(37.786749, -122.414853)",0,0,0,0,1,0,0,0,0,0,1,0,37.786749,-122.41485300000001,1.0,rooftop,696.0,Geary St,San Francisco,CA,San Francisco County,94109.0
1934,OPEN HOUSE This Saturday @ 10am! Remodeled 1br in Lower Nob Hill!,2650,1,1.0,,"(37.786749, -122.414853)",0,0,0,0,1,0,0,0,0,0,1,0,37.786749,-122.41485300000001,1.0,rooftop,696.0,Geary St,San Francisco,CA,San Francisco County,94109.0
1935,Open 10/6 (Sat) & 10/7 (Sunday) with parking--11:30am to noon,2195,1,1.0,,"(37.7441, -122.4863)",0,0,0,0,1,0,1,0,0,0,1,0,37.7441,-122.4863,1.0,rooftop,2310.0,29th Ave,San Francisco,CA,San Francisco County,94116.0
1937,OPEN SUN 2:15PM-2:30PM top floor Nob Hill apartment 1551 Hyde #6,2795,1,1.0,,"(37.795153, -122.418231)",0,0,0,0,0,0,0,0,0,0,0,0,37.795153000000006,-122.418231,1.0,rooftop,1551.0,Hyde St,San Francisco,CA,San Francisco County,94109.0
1940,HURRY This Luxurious 1x1 Apt. is Available NOW! Don't Miss Out!,3394,1,1.0,1046.0,"(37.710365, -122.390888)",1,1,0,1,0,0,1,0,0,0,1,0,37.710365,-122.39088799999999,1.0,nearest_street,298.0,Executive Park Blvd,San Francisco,CA,San Francisco County,94134.0
1941,"Stunning 1bed 1bath apartment, with balcony and W/D.",3670,1,1.0,744.0,"(37.773545, -122.408789)",1,1,0,1,0,0,1,0,0,0,1,0,37.773545,-122.40878899999998,1.0,rooftop,1200.0,Harrison St,San Francisco,CA,San Francisco County,94103.0
1944,Enjoy The Beautiful View of the Bay! 7th Floor 1x1 Available Soon!,3705,1,1.0,1133.0,"(37.710365, -122.390888)",1,1,0,1,0,0,1,0,0,0,1,0,37.710365,-122.39088799999999,1.0,nearest_street,298.0,Executive Park Blvd,San Francisco,CA,San Francisco County,94134.0
1946,EPIC REA /AZARI PM -Beautiful 1 bedroom 1 bath Condo Shipley Square,3500,1,1.0,652.0,"(37.781665, -122.401614)",1,1,0,1,0,0,1,0,0,0,1,0,37.781665000000004,-122.401614,1.0,rooftop,816.0,Folsom St,San Francisco,CA,San Francisco County,94103.0
1950,1 BR Apt near Glen Park Bart,2700,1,1.0,,"(37.731668, -122.445489)",0,0,0,0,1,0,1,0,0,0,1,0,37.731668,-122.445489,1.0,rooftop,450.0,Monterey Blvd,San Francisco,CA,San Francisco County,94127.0
1951,"Spacious One BR w/ New Carpet, Large Walk-in Closet & Private View!",3350,1,1.0,1032.0,"(37.710365, -122.390888)",1,1,0,1,0,0,1,0,0,0,1,0,37.710365,-122.39088799999999,1.0,nearest_street,298.0,Executive Park Blvd,San Francisco,CA,San Francisco County,94134.0
1952,Inner Sunset Gem on Santiago St & 17th Ave,2200,1,1.0,,"(37.744882, -122.473517)",0,0,0,0,1,0,0,0,0,0,1,0,37.744882000000004,-122.47351699999999,1.0,rooftop,2300.0,17th Ave,San Francisco,CA,San Francisco County,94116.0
1953,EPIC REA -Neat TOP FLOOR 1 BR/1 BA  w/Free Pkg in Richmond District,2795,1,1.0,,"(37.7786, -122.4892)",0,0,0,0,1,0,1,0,0,0,0,0,37.7786,-122.4892,1.0,rooftop,567.0,29th Ave,San Francisco,CA,San Francisco County,94121.0
1959,"Newly Renovated Unit+Open House: Sunday, October 7th from 10:00-10:45",3500,1,1.0,,"(37.793558, -122.419597)",0,0,0,0,1,0,0,0,0,0,1,0,37.793558000000004,-122.419597,1.0,rooftop,1592.0,Washington St,San Francisco,CA,San Francisco County,94109.0
1960,"One Rincon Hill 1bed/1bath overlooking bay bridge, great views",3750,1,1.0,819.0,"(37.785933, -122.392767)",0,0,0,1,0,0,0,0,0,0,1,0,37.785933,-122.39276699999999,1.0,rooftop,489.0,Harrison St,San Francisco,CA,San Francisco County,94105.0
1965,"Luxury, Location, and Convenience, Call us today",4659,1,1.0,808.0,"(37.787703, -122.391971)",1,1,0,1,0,0,1,0,0,0,1,1,37.787703,-122.391971,1.0,rooftop,388.0,Beale St,San Francisco,CA,San Francisco County,94105.0
1970,RENTED! Model unit at the Soma Grand.  ~ J.Wavro,3295,1,1.0,,"(37.777457, -122.413158)",0,0,0,1,0,0,0,0,0,0,0,0,37.777457,-122.41315800000001,1.0,nearest_street,100.0,8th St,San Francisco,CA,San Francisco County,94103.0
1974,Gorgeous 2 bedrooms/1bathroom! Rent Controlled!,3995,1,1.0,,"(37.790881, -122.410623)",1,0,0,0,1,0,1,0,0,0,0,0,37.790881,-122.410623,1.0,nearest_street,900.0,Pine St,San Francisco,CA,San Francisco County,94108.0
1976,Large & Light filled 1 BR in Classic Marina Building ~ J.Wavro,3450,1,1.0,,"(37.804359, -122.437046)",0,0,0,0,1,0,0,0,0,0,0,0,37.804359000000005,-122.437046,1.0,nearest_street,3700.0,Fillmore St,San Francisco,CA,San Francisco County,94123.0
1977,Cozy 1 Bedroom,1850,1,1.0,,"(37.747902, -122.48691)",1,0,0,0,0,1,0,0,0,0,0,0,37.747902,-122.48691000000001,1.0,rooftop,2111.0,29th Ave,San Francisco,CA,San Francisco County,94116.0
1980,"Stylish Features, Fitness Center, Covered Parking",4078,1,1.0,765.0,"(37.773083, -122.391187)",1,1,0,1,0,0,1,0,0,0,1,0,37.773083,-122.39118700000002,1.0,rooftop,590.0,Mission Rock St,San Francisco,CA,San Francisco County,94158.0
1982,Fantastic and Spacious 1 Bedroom in the Heart of Cow Hollow!,3700,1,0.0,,"(37.798572, -122.425672)",1,0,0,0,0,0,0,0,0,0,0,0,37.798572,-122.42567199999999,1.0,rooftop,2624.0,Franklin St,San Francisco,CA,San Francisco County,94123.0
1983,Large one bedroom with washer and dryer inside! Rent Controlled!,3550,1,1.0,,"(37.790881, -122.410623)",1,0,0,0,1,0,1,0,0,0,0,0,37.790881,-122.410623,1.0,nearest_street,900.0,Pine St,San Francisco,CA,San Francisco County,94108.0
1984,Apt #634 - SPACIOUS 1Bed on TOP Floor!! AMAZING DEAL! Lease Today!,4290,1,1.0,805.0,"(37.771804, -122.426621)",1,1,0,1,0,0,1,0,0,0,1,1,37.771803999999996,-122.426621,1.0,rooftop,200.0,Buchanan St,San Francisco,CA,San Francisco County,94102.0
1986,"1BA/1BR Condo, hdwd floor, 24hr-doorman, pool, gym, basic cable & WiFi",3800,1,1.0,,"(37.78974, -122.412076)",0,0,0,0,0,1,0,0,0,0,1,0,37.78974,-122.412076,1.0,nearest_street,800.0,Taylor St,San Francisco,CA,San Francisco County,94108.0
1987,Classic Russian Hill 1BR with Views  ~ J.Wavro,3500,1,1.0,,"(37.799414, -122.417385)",1,1,0,0,1,0,0,0,0,0,0,0,37.799414,-122.41738500000001,1.0,nearest_street,2000.0,Leavenworth St,San Francisco,CA,San Francisco County,94133.0
1988,"Come Visit Today, AC, Quartz Countertops",3857,1,1.0,706.0,"(37.787424, -122.421154)",1,1,0,1,0,0,0,0,0,0,0,0,37.787424,-122.421154,1.0,rooftop,1285.0,Sutter St,San Francisco,CA,San Francisco County,94109.0
1990,The Lifestyle You Deserve,3875,1,1.0,751.0,"(37.772721, -122.391183)",1,1,0,1,0,0,1,0,0,0,1,0,37.772721000000004,-122.39118300000001,1.0,rooftop,1201.0,4th St,San Francisco,CA,San Francisco County,94158.0
1992,1 BR fully furnished apt for 4-6 months starting 25th Nov,2900,1,1.0,,"(37.793432, -122.412829)",0,0,0,0,0,0,0,0,0,0,0,0,37.793432,-122.412829,1.0,nearest_street,1201.0,Taylor St,San Francisco,CA,San Francisco County,94133.0
1993,Junior 1 bedroom coming up on the 6th floor with Golden Gate View!,3295,1,1.0,,"(37.791927, -122.414209)",1,0,0,0,1,0,1,0,0,0,0,0,37.791927,-122.41420900000001,1.0,rooftop,1111.0,Jones St,San Francisco,CA,San Francisco County,94109.0
1998,Price Reduction!!! 1 Bedroom Taylor St!!!!!! 36,2395,1,1.0,402.0,"(37.785075, -122.41114)",0,0,0,0,1,0,0,0,0,0,1,1,37.785075,-122.41113999999999,1.0,nearest_street,300.0,Taylor St,San Francisco,CA,San Francisco County,94102.0
1999,Price Reduction!!! 1 Bedroom Taylor St!!!!!! 32,2495,1,1.0,402.0,"(37.788169, -122.411755)",0,0,0,0,1,0,0,0,0,0,1,1,37.788169,-122.411755,1.0,nearest_street,621.0,Taylor St,San Francisco,CA,San Francisco County,94102.0
2001,Newly Remodeled 1 BR/1 BA in Lower Nob Hill; W/D In-Unit; Pets Ok,3195,1,1.0,,"(37.788388, -122.415185)",1,1,0,1,0,0,0,0,0,0,1,0,37.788388,-122.41518500000001,1.0,nearest_street,800.0,Leavenworth St,San Francisco,CA,San Francisco County,94109.0
2005,Pac Heights Prime | 1 BD+1 BA | Laundry | Patio | Storage | ReLISTO,3395,1,1.0,750.0,"(37.788787, -122.42706)",0,0,0,0,1,0,0,0,0,0,1,0,37.788787,-122.42706000000001,1.0,nearest_street,1800.0,Octavia St,San Francisco,CA,San Francisco County,94109.0
2006,*FIRST SHOWING NEXT SAT 10/13 - 12-12:30PM* Bright Junior One Bedroom,2550,1,1.0,,"(37.793472, -122.43376)",0,0,0,0,1,0,1,0,0,0,1,0,37.793471999999994,-122.43376,1.0,rooftop,2335.0,Pacific Ave,San Francisco,CA,San Francisco County,94115.0
2010,Gorgeous renovation - approx 800sf apt in Cow Hollow! ~ J.Wavro,3880,1,1.0,,"(37.79667, -122.438779)",0,0,0,0,0,0,0,0,0,0,0,0,37.79667,-122.438779,1.0,nearest_street,2900.0,Pierce St,San Francisco,CA,San Francisco County,94123.0
2012,Pine & Powell/Available Now/Pets!Great Location!$95 Move In Special!,3995,1,1.0,,"(37.791017, -122.409547)",1,1,0,0,1,0,0,0,0,0,1,0,37.791017,-122.409547,1.0,rooftop,821.0,Pine St,San Francisco,CA,San Francisco County,94108.0
2013,Garden view in-law w/bonus office-prime Lake St location,2350,1,1.0,,"(37.785182, -122.476273)",0,0,0,0,0,0,0,0,0,0,0,0,37.785182,-122.47627299999999,1.0,rooftop,150.0,17th Ave,San Francisco,CA,San Francisco County,94118.0
