title,rental price,bedrooms,bathrooms,Area (SF),"latitude,longitude",cats are OK - purrr,dogs are OK - wooof,w/d in unit,wd in unit,laundry in bldg,laundry on site,attached garage,detached garage,carport,furnished,no smoking,wheelchair accessible
"3 BR, 3 BA 2 Story Marina Unit with Panoramic View Deck",9950,3,3,2400,"(37.804376, -122.44664)",0,0,0,1,0,0,1,0,0,0,0,0
3bed/1bath - large flat in Duboce triangle,4500,3,1,,"(37.7587, -122.433)",0,0,0,0,0,0,0,0,0,0,1,0
Great House near the Beach. Freshly painted. Pets ok ~ J.Wavro,4495,3,1,,"(37.75119, -122.503133)",1,1,0,1,0,0,1,0,0,0,0,0
4 spacious bedrooms 2 full bathrooms Beautiful Large Apt in Castro,6995,4,2,1473,"(37.759628, -122.442434)",1,0,0,0,1,0,0,0,0,0,0,0
Ultra-Modern Home-Like Two Level 3bd/2.5ba Condo ~2500 sq ft ~ J.Wavro,8500,3,2.5,,"(37.787657, -122.395086)",1,1,0,1,0,0,1,0,0,0,0,0
"Two Level 4 Bedroom, 2 Bath Upper Unit of a Duplex",4000,4,2,,"(37.724633, -122.43428)",0,0,0,0,0,0,0,0,0,0,1,0
Ski Lease Truckee/Tahoe Views 7acres Close to Town & Dog friendly,4900,3,3,,"(39.315389, -120.175991)",0,1,0,1,0,0,0,0,0,0,0,0
JUST LOWERED - Spacious 3Bed/Split bath Flat w/ Hardwood Floors,5600,3,,,"(37.759522, -122.423572)",0,0,0,1,0,0,0,0,0,0,0,0
"FURNISHED! Penthse. Bright,Airy. New Remod! Walksr97. AVAIL SOON!",10000,4,2.5,,"(37.7917, -122.4186)",1,1,0,0,0,1,1,0,0,1,1,0
3 spacious bedrooms 2 full bathrooms Beautiful Large Apt in Castro,5995,3,2,1473,"(37.760489, -122.441564)",1,0,0,0,1,0,0,0,0,0,0,0
SPACIOUS EDWARDIAN FLAT! 3 BED 1 BA PARKING! DAWN CUSULOS,5600,3,1,,"(37.764158, -122.43399)",0,0,0,0,0,1,1,0,0,0,1,0
Edwardian house -3 Bed / two bath Two level house - Parking,5800,3,2,2200,"(37.7812, -122.4614)",0,0,0,0,0,0,1,0,0,0,1,0
Spacious Presidio Duplex,8750,4,2.5,2500,"(37.798738, -122.470737)",1,1,0,0,0,0,0,1,0,0,0,0
Large Presidio Duplex Now Available,5780,4,2,1650,"(37.795475, -122.464739)",1,1,0,0,0,0,0,0,0,0,0,0
Poolside Terrace Level | South Beach Condo next to CalTrains | Parking,6500,3,2,1518,"(37.777533, -122.39246)",0,0,0,1,0,0,1,0,0,0,0,0
3 Bed / two bath Two level house Edwardian home 2200 sq feet - Parking,5800,3,2,2200,"(37.7812, -122.4614)",0,0,0,0,0,0,1,0,0,0,1,0
Stunning 3br/4ba Pacific Heights Penthouse,12750,3,4,2700,"(37.792372, -122.443185)",0,0,0,1,0,0,1,0,0,0,1,0
"ID#842: Marina Rnvtd 3BR/2.5BA 2-Lvl Unit w/Views, Deck, 2-Car Garage",8000,3,2.5,,"(37.802421, -122.446187)",0,0,0,1,0,0,1,0,0,0,1,0
"SHOW SAT 10/6@10AM ID#1770 CowHlw Rmdld 4BR/2BA VU Apt w/Pkg, Strg",7650,4,2,,"(37.79682, -122.442206)",0,0,0,0,1,0,1,0,0,0,1,0
Victorian Flat - Great Location,5900,3,1.5,1200,"(37.781732, -122.437623)",0,0,0,0,1,0,0,0,0,0,0,0
Gorgeous Three Bed Two Bath Eureka Valley Apartment ~ J.Wavro,8000,3,2,,"(37.759223, -122.435957)",0,0,0,1,0,0,0,0,0,0,0,0
Recently Renovated Top floor 3bd/2.5ba Cole Valley ~ J.Wavro,6650,3,2.5,,"(37.761648, -122.44912)",1,1,0,1,0,0,0,0,0,0,0,0
"3Bedroom, 1.5bath, living room, dining room, kitchen, laundry",4300,3,1.5,1600,"(37.74524, -122.477996)",0,0,0,1,0,0,0,0,0,0,1,0
"Prime Location Unit-Open House: Saturday, October 6th from 12:30-1:15",5395,3,1,,"(37.759043, -122.425611)",1,0,0,0,1,0,0,0,0,0,1,0
3Bedrooms/2 Bathroom Central Richmond is looking for tenants.,3900,3,2,1300,"(37.9691, -122.5105)",0,0,0,1,0,0,0,0,0,0,0,0
#503 Modern Furnished 4 Bedroom in Mission District,10000,4,3,,"(37.749713, -122.417157)",0,0,0,1,0,0,1,0,0,1,1,0
Beautiful Brand New 3 Bedroom with Full Upgrades Available Now!,6491,3,2,1125,"(37.781428, -122.432329)",1,1,0,1,0,0,1,0,0,0,0,0
Free for October. Near BART.  Sunny 3 Bedroom Top Floor w/laundry.,4500,3,2,,"(37.735121, -122.421556)",0,0,0,1,0,0,0,0,0,0,1,0
#132 Furnished ONLY Beautiful Mansion in Heart of Pacific Heights,10750,3,2.5,3500,"(37.7897, -122.427596)",0,0,0,1,0,0,1,0,0,1,1,0
4 Bedroom/2 Bath Many Creature Comforts $6000,6000,4,2,,"(37.769707, -122.44929)",0,0,0,1,0,0,0,0,0,0,1,0
3 Bedroom in Buzzing Neighborhood! 2 WEEKS FREE RENT!,5495,3,1,940,"(37.75484, -122.420921)",1,1,0,0,0,0,0,0,0,0,1,0
Great Inner Sunset 3 Bed/2.5 Bath! CALL TODAY!,6550,3,2.5,,"(37.764653, -122.466354)",1,1,0,1,0,0,0,0,0,0,1,0
"INSANE Views...Bay Bridge, Coit Tower, Pyramid, North Bay, and City..",11995,3,3,2000,"(37.7917, -122.4186)",0,0,0,0,0,1,0,0,0,0,0,0
"INSANE Views...Bay Bridge, Coit Tower, Pyramid, North Bay, and City..",11995,3,3,2000,"(37.7917, -122.4186)",0,0,0,0,0,1,0,0,0,0,0,0
"INSANE Views...Bay Bridge, Coit Tower, Pyramid, North Bay, and City..",11995,3,3,2000,"(37.7917, -122.4186)",0,0,0,0,0,1,0,0,0,0,0,0
Treehouse with Ocean View and Hardwood Floors,3900,3,1,1000,"(37.7893, -122.489277)",0,0,0,1,0,0,0,0,1,0,0,0
"Gorgeous Full Floor, 3 Bedroom / 1 Bath Flat in the Inner Mission.",5295,3,1,,"(37.76809, -122.419203)",0,0,0,1,0,0,0,0,0,0,1,0
"LUXURY 3BR IN EXCLUSIVE BUILDING: Elevator, Doorman, View, Renovated",15000,3,4,3200,"(37.792648, -122.4119)",1,1,0,1,0,0,1,0,0,0,1,1
"Renovated and Sun-Filled, 3 Bed / 1 Bath, Full Floor Flat w/ Deck!",5295,3,1,,"(37.76809, -122.419203)",0,0,0,1,0,0,0,0,0,0,1,0
"3 Bedroom, Premium parking in SOMA  limited spaces available now",7663,3,3,1913,"(37.787703, -122.391971)",1,1,0,0,0,0,0,0,0,0,1,1
"4 Bedroom 2 Bath - Remodeled Kitchen, Hardwood Floors",5500,4,2,,"(37.784435, -122.462282)",1,0,0,0,1,0,0,0,0,0,0,0
1 short block away from Google Shuttle line! Spacious 4BR2BA!!!,6795,4,2,1800,"(37.742295, -122.423286)",0,0,0,0,1,0,0,0,0,0,1,0
REMODELED 3BR/1BA CONVENIENTLY LOCATED in SF!,4500,3,1,,"(37.78446, -122.431183)",0,0,0,0,1,0,1,0,0,0,1,0
"Prime Location!Stunning 4BR2BA home! By cable car, Muni, BART station!",7595,4,2,2000,"(37.794354, -122.419753)",0,0,0,1,0,0,0,0,0,0,1,0
OPEN HOUSE | Glen Park- Noe Valley Spacious 3 BD with Backyard,5495,3,2,1600,"(37.73556, -122.430246)",1,1,0,1,0,0,0,0,0,0,0,0
FURNISHED 3 Bdrm 2 Ba W/D Deck/Yard All Utilitys Pets ok,5000,3,2,1000,"(37.763387, -122.504919)",1,1,0,1,0,0,0,0,0,1,1,0
EXCEPTIONAL SUNSET 3 BED/1.25 BATH HOUSE WITH BONUS ROOM~@@,3500,3,1.5,,"(37.7593, -122.4836)",0,0,0,0,0,0,0,0,0,0,0,0
Beautiful home located in the Ingleside Terrace neighborhood!!@,3950,3,3,,"(37.7354, -122.4571)",0,0,0,0,0,0,0,0,0,0,0,0
Recently Renovated kitchen and bathrooms! Parking available! ~ J.Wavro,6650,3,2,,"(37.789941, -122.44733)",1,1,0,0,0,0,1,0,0,0,0,0
Large and Cozy apartment- Mexico city,1300,3,2,100,"(19.39342, -99.160078)",0,0,0,1,0,0,0,1,0,0,0,0
Modern Remodeled Apartment for Rent - Richmond,4100,3,1.5,,"(37.7786, -122.4892)",0,0,0,0,0,0,1,0,0,0,1,0
Fully furnished apartment near Twin Peaks,1750,3,2,,"(37.746765, -122.443961)",0,0,0,1,0,0,1,0,0,0,1,0
"Renovated, TOP floor, BRIGHT unit w/ Skylights. Shared GARDEN access",8400,4,2.5,,"(37.777858, -122.437866)",0,0,0,1,0,0,0,0,0,0,1,0
Furnished business-ready / family-friendly modern home,6000,3,1,,"(37.757101, -122.417812)",0,0,0,1,0,0,1,0,0,1,1,0
Master bedroom available in a 3 bedroom 1 bath apartment. $1900/mo,1900,3,1,,"(37.800006, -122.429334)",0,0,0,1,0,0,0,0,0,0,0,0
PENTHOUSE 3BR/2BA modern AVAILABLE starting November 30,8500,3,2,1150,"(37.796291, -122.411719)",1,1,0,1,0,0,0,0,0,1,1,0
PENTHOUSE 3BR/2BA modern furnished available for 1-12 month rental,8500,3,2,1150,"(37.796291, -122.411719)",1,1,0,1,0,0,0,0,0,1,0,0
Apartment  available now,4400,3,1,,"(37.666429, -122.01416)",0,0,0,0,0,0,0,0,0,0,0,0
Room available in updated North Beach apartment with incredible views,2000,3,0,,"(37.800754, -122.40681)",0,0,0,0,0,0,0,0,0,0,0,0
3BD 1BA Flat located in the iconic Telegraph Hill Neighborhood,5200,3,,,"(37.7989, -122.40617)",0,0,0,0,0,0,0,0,0,0,1,0
3Br/1.5 Bath Apartment Now Available!,3000,3,0,,"(37.734187, -122.426147)",0,0,0,0,0,0,0,0,0,0,0,0
Available Now. Check out this Gorgeous 4 Bedroom Available For Rent.,6995,4,1,1600,"(37.784929, -122.442377)",0,0,0,1,0,0,1,0,0,0,1,0
Move In Ready 4 Bedroom Apartment. Great Location. 2 Units Left. Hurry,6800,4,1,1600,"(37.784934, -122.442343)",0,0,0,1,0,0,1,0,0,0,1,0
Recently remodeled! Top floor flat - Approx. 1600sf ~ J.Wavro,5675,3,3,,"(37.764131, -122.464172)",0,0,0,1,0,0,0,0,0,0,0,0
"Spectacular, Presidio Heights, 4BR, 3BA, 2 Level, Yard, Parking",13750,4,3,,"(37.7812, -122.4614)",0,0,0,1,0,0,1,0,0,0,0,0
Hardwood Floor 3 Bed / 1 Bath Near Dolores Park ~ J.Wavro,4500,3,1,,"(37.76129, -122.428354)",0,0,0,0,0,0,0,0,0,0,0,0
"PET FRIENDLY, BRIGHT & SPACIOUS UPPER UNT w/parking, laundry & more",4400,3,2,1700,"(37.782702, -122.46977)",1,1,0,0,1,0,1,0,0,0,1,0
"3 Bed / 1 Bath at Dolores Park, HW ~ J.Wavro",4800,3,1,,"(37.76129, -122.428354)",0,0,0,0,0,0,0,0,0,0,0,0
"2976 Washington St, Unit #7, San Francisco, CA",5600,3,2,,"(37.790539, -122.442654)",0,0,0,0,1,0,0,0,0,0,1,0
591 Monterey Blvd San Francisco CA,4400,4,3,,"(37.731543, -122.448866)",0,0,0,0,1,0,0,0,0,0,1,0
Luxury Brand New 3 bedroom and 2.0 Full Bath condo!!! Never Lived In,5990,3,2,1500,"(37.799, -122.442648)",0,0,0,1,0,0,0,0,0,0,0,0
Corner 3 bedroom in SF's Sunniest Neighborhood! Available THIS WEEK!,5980,3,2,1108,"(37.761657, -122.391922)",1,1,0,1,0,0,1,0,0,0,1,1
"2547 Turk St, San Francisco",6200,3,2,,"(37.7812, -122.4614)",0,0,0,1,0,0,0,0,0,0,1,0
Gorgeous Three Bed Two Bath Eureka Valley Apartment ~ J.Wavro,8000,3,2,,"(37.759223, -122.435957)",0,0,0,1,0,0,0,0,0,0,0,0
***3Bedroom Cul-De-Sac in Castro Valley***,3000,3,1,,"(37.701914, -122.089308)",0,0,0,0,0,0,0,0,0,0,0,0
Beautiful and Large 3 Bedroom 2 Bath on Potrero!,5495,3,2,,"(37.763427, -122.407326)",0,0,0,0,1,0,0,0,0,0,0,0
Sunny 3 bedroom / 1.5 bath Victorian Condo - Remodeled - OCTOBER 15th,5900,3,1.5,1200,"(37.7856, -122.4358)",0,0,0,0,1,0,0,0,0,0,1,0
Modern Remodeled Flat w/ 3 BA and Hardwood Floors,5600,4,3,1600,"(37.758398, -122.466993)",0,0,0,0,1,0,0,0,0,0,0,0
Parkside Palace 3 Bedroom,4950,3,2,1800,"(37.741043, -122.478762)",1,1,0,0,1,0,0,0,0,0,0,0
"Precita Park Gem! 3 bed, 2 bath & Parking",6550,3,2,1600,"(37.746766, -122.413532)",0,1,0,1,0,0,1,0,0,0,1,0
"3Bedroom, 1.5bath, living room, dining room, kitchen, laundry",4300,3,1.5,1600,"(37.74524, -122.477996)",0,0,0,1,0,0,0,0,0,0,1,0
1 short block away from Google Shuttle line! Spacious 4BR2BA!!!,6795,4,2,1800,"(37.742295, -122.423286)",0,0,0,0,1,0,0,0,0,0,1,0
3 bedroom 2 Top Flat Daly City,3600,3,2,,"(37.656726, -122.462992)",0,0,0,0,0,0,1,0,0,0,1,0
Storage units available now in a key controlled building in SOMA,7663,3,3,1913,"(37.787703, -122.391971)",1,1,0,0,0,0,0,0,0,0,1,1
Corner 3 Bedroom in SF's Sunniest Neighborhood! Available THIS WEEK!!,5980,3,2,1108,"(37.761742, -122.39188)",1,1,0,1,0,0,1,0,0,0,1,1
Lone Mountain Top Floor 3 bed 2 ba Flat with Parking,3600,3,2,,"(37.781468, -122.45312)",0,0,0,0,0,0,1,0,0,0,0,0
Gorgeous 3 bed 2 ba with Bonus Room - Remodeled ~ J.Wavro,3800,3,2,,"(37.735308, -122.398209)",0,0,0,1,0,0,1,0,0,0,0,0
Great 5 Room (3 bedroom) Garden Apt. with large patio,3000,3,2,,"(37.751929, -122.475242)",0,0,0,0,1,0,0,0,0,0,0,1
OPEN HOUSE | Glen Park- Noe Valley Spacious 3 BD with Balcony and Yard,5495,3,2,1600,"(37.73556, -122.430246)",1,1,0,0,0,0,0,0,0,0,0,0
Renovated 3Bedroom/2Bath Top Floor Flat,5995,3,2,1400,"(37.792204, -122.415377)",0,0,0,1,0,0,1,0,0,1,1,0
Looking for housemate in a 4 bedroom Chinatown/North Beach place,1400,4,1,,"(37.797654, -122.400863)",0,0,0,1,0,0,0,0,0,0,1,0
3bdrm and den 2 ba Outer Richmond Flat,4300,3,2,1500,"(37.779208, -122.486821)",0,0,0,0,1,0,0,0,0,0,1,0
Recently remodeled! Top floor flat - Approx. 1600sf ~ J.Wavro,5675,3,3,,"(37.764131, -122.464172)",0,0,0,1,0,0,0,0,0,0,0,0
Hardwood Floor 3 Bed / 1 Bath Near Dolores Park ~ J.Wavro,4500,3,1,,"(37.76129, -122.428354)",0,0,0,0,0,0,0,0,0,0,0,0
OPEN HOUSE SAT 2PM  ReLISTO,5495,3,2,1600,"(37.745, -122.4383)",1,1,0,1,0,0,0,0,0,0,0,0
"3 Bed / 1 Bath at Dolores Park, HW ~ J.Wavro",4800,3,1,,"(37.76129, -122.428354)",0,0,0,0,0,0,0,0,0,0,0,0
"3 BR, 3 BA 2 Story Marina Unit with Panoramic View Deck",9950,3,3,2400,"(37.804376, -122.44664)",0,0,0,1,0,0,1,0,0,0,0,0
3bed/1bath - large flat in Duboce triangle,4500,3,1,,"(37.7587, -122.433)",0,0,0,0,0,0,0,0,0,0,1,0
Great House near the Beach. Freshly painted. Pets ok ~ J.Wavro,4495,3,1,,"(37.75119, -122.503133)",1,1,0,1,0,0,1,0,0,0,0,0
4 spacious bedrooms 2 full bathrooms Beautiful Large Apt in Castro,6995,4,2,1473,"(37.759628, -122.442434)",1,0,0,0,1,0,0,0,0,0,0,0
Ultra-Modern Home-Like Two Level 3bd/2.5ba Condo ~2500 sq ft ~ J.Wavro,8500,3,2.5,,"(37.787657, -122.395086)",1,1,0,1,0,0,1,0,0,0,0,0
"Two Level 4 Bedroom, 2 Bath Upper Unit of a Duplex",4000,4,2,,"(37.724633, -122.43428)",0,0,0,0,0,0,0,0,0,0,1,0
Ski Lease Truckee/Tahoe Views 7acres Close to Town & Dog friendly,4900,3,3,,"(39.315389, -120.175991)",0,1,0,1,0,0,0,0,0,0,0,0
JUST LOWERED - Spacious 3Bed/Split bath Flat w/ Hardwood Floors,5600,3,,,"(37.759522, -122.423572)",0,0,0,1,0,0,0,0,0,0,0,0
"FURNISHED! Penthse. Bright,Airy. New Remod! Walksr97. AVAIL SOON!",10000,4,2.5,,"(37.7917, -122.4186)",1,1,0,0,0,1,1,0,0,1,1,0
3 spacious bedrooms 2 full bathrooms Beautiful Large Apt in Castro,5995,3,2,1473,"(37.760489, -122.441564)",1,0,0,0,1,0,0,0,0,0,0,0
SPACIOUS EDWARDIAN FLAT! 3 BED 1 BA PARKING! DAWN CUSULOS,5600,3,1,,"(37.764158, -122.43399)",0,0,0,0,0,1,1,0,0,0,1,0
Edwardian house -3 Bed / two bath Two level house - Parking,5800,3,2,2200,"(37.7812, -122.4614)",0,0,0,0,0,0,1,0,0,0,1,0
Spacious Presidio Duplex,8750,4,2.5,2500,"(37.798738, -122.470737)",1,1,0,0,0,0,0,1,0,0,0,0
Large Presidio Duplex Now Available,5780,4,2,1650,"(37.795475, -122.464739)",1,1,0,0,0,0,0,0,0,0,0,0
Poolside Terrace Level | South Beach Condo next to CalTrains | Parking,6500,3,2,1518,"(37.777533, -122.39246)",0,0,0,1,0,0,1,0,0,0,0,0
3 Bed / two bath Two level house Edwardian home 2200 sq feet - Parking,5800,3,2,2200,"(37.7812, -122.4614)",0,0,0,0,0,0,1,0,0,0,1,0
Stunning 3br/4ba Pacific Heights Penthouse,12750,3,4,2700,"(37.792372, -122.443185)",0,0,0,1,0,0,1,0,0,0,1,0
"Sunny large apt. - 1 block to restaurants, shops, muni bus and more",3000,2,1,,"(37.783882, -122.485011)",0,0,0,0,0,0,0,0,0,0,1,0
Sunny two bedroom two bathroom home in the heart of the Mission.,4000,2,2,,"(37.75064, -122.418288)",1,0,0,0,0,0,0,0,0,1,0,0
Modern 2 bed 2 bath loft w/ private parking near city center&transport,3800,2,2,850,"(37.776211, -122.408246)",0,0,0,1,0,0,1,0,0,0,0,0
"$3,395 - SPACIOUS, SUNNY, QUIET, LARGE 2 BEDROOM APARTMENT ON NOE VALL",3395,2,,,"(37.753239, -122.422979)",1,1,0,0,0,0,0,0,0,0,0,0
RARE 2Br/2Ba/2 Parking in NoPa at The Village at Petrini Place!!!,5000,2,2,1000,"(37.776431, -122.445438)",0,0,0,1,0,0,1,0,0,0,1,0
"LIKE A 3 BDRM, 3RD FL, FACES ST., SUNNY, BRIGHT, 2 BLOCKS TO UN. SQ!",3900,2,1,,"(37.790227, -122.408251)",0,0,0,0,1,0,0,0,0,0,1,0
"LIKE A 3 BDRM, 4TH FL,FACE AWAY ST., SUNNY, BRIGHT, 2 BLCK TO UN. SQ.!",3950,2,1,,"(37.790227, -122.408251)",0,0,0,0,1,0,0,0,0,0,1,0
Divisadero & Sacramento/Pets Ok/Available Now!$95 Move In Special!,4395,2,1.5,,"(37.788427, -122.440511)",1,1,0,0,1,0,0,0,0,0,1,0
Jackson & Broderick/Pets Ok/Location!/$95 Move In Special!/Pets Ok!,4995,2,2,,"(37.791418, -122.442827)",1,1,0,0,1,0,0,0,0,0,1,0
Duboce &Church/Pets Ok/$95 Move In Special!Available Now!,5195,3,1,,"(37.769456, -122.429128)",1,1,0,1,0,0,0,0,0,0,1,0
"Bright 2-bed 2-bath high-rise corner apt, private deck, bay views",4500,2,2,,"(37.794559, -122.42574)",1,1,0,0,1,0,1,0,0,0,0,0
Last 2x2 Under $4300 Left To Lease! Free Cable/WiFi! $4200 Visa Card,4210,2,2,982,"(37.773415, -122.409575)",1,1,0,1,0,0,0,1,0,0,1,0
A SPECIAL PLACE! Can become whatever your imagination allows!,3795,2,1,,"(37.758794, -122.416371)",1,1,0,0,0,0,0,0,0,0,0,0
Gorgeous Mission Flat with Parking!,4800,2,1,1200,"(37.755374, -122.413257)",0,0,0,0,1,0,1,0,0,0,0,0
2br/1ba  Remodeled Bright In-law Apartment Great Location!,3000,2,1,1000,"(37.77989, -122.481401)",1,1,0,0,0,0,0,0,0,0,0,0
2 Bedroom Telegraph Hill with double parking,4800,2,1,900,"(37.803632, -122.406582)",0,0,0,0,1,0,1,0,0,0,0,0
Live the Mission Bay urban lifestyle you crave!,5364,2,2,1164,"(37.772523, -122.393019)",1,1,0,1,0,0,1,0,0,0,1,1
Your New Home is here... 2 bed 2 bath overlooking St Dominics!!,4390,2,2,925,"(37.78518, -122.435781)",1,1,0,0,1,0,1,0,0,0,1,0
Formal Dining Room..Hardwood floors..HEART of Pac. Heights..,5995,2,1.5,1300,"(37.795316, -122.4267)",1,0,0,0,1,0,0,0,0,0,0,0
Great Views Close to everything SF has to offer,5140,2,2,960,"(37.791456, -122.392342)",1,1,0,0,1,0,1,0,0,0,1,1
"2 Bed - 2 Bath, Serenity Studio, 25 Live-Work Lofts",3481,2,2,1239,"(37.806145, -122.275221)",1,1,0,1,0,0,1,0,0,0,1,0
"2 Bed - 2 Bath, Serenity Studio, 25 Live-Work Lofts",3431,2,2,1239,"(37.806145, -122.275221)",1,1,0,1,0,0,1,0,0,0,1,0
Large 2 Bedroom Apartment by the Ocean and GGP,3200,2,1,850,"(37.760377, -122.506999)",0,0,0,0,0,0,0,0,0,0,1,0
Furnished 3Bedroom/2Bath Available 10/1,5995,3,2,1400,"(37.792343, -122.414293)",0,0,0,1,0,0,1,0,0,1,1,0
BRAND NEW 4 Bedroom Flat in Pacific Heights WASHER DRYER MOVE IN TODAY,8985,4,2,,"(37.791208, -122.444478)",1,1,0,1,0,0,1,0,0,0,0,0
Just Renovated 3 Bedroom Inner Richmond - Near USF Move in Today,3975,3,1,,"(37.778946, -122.467354)",0,0,0,0,1,0,0,0,0,0,0,0
"Stylish Amenities, 24 HR Fitness Studio, Gourmet Kitchen",4769,2,2,1095,"(37.772434, -122.39726)",1,1,0,1,0,0,0,1,0,0,1,1
"Call for Details, Mission Bay, SoMa, Picturesque Views",4713,2,1,1070,"(37.772434, -122.39726)",1,1,0,1,0,0,0,1,0,0,0,0
"Trendy Neighborhood, Walk to Everything, Controlled Access",4820,2,2,1080,"(37.772434, -122.39726)",1,1,0,1,0,0,0,1,0,0,1,0
"Private Patios Or Balconies, Smoke-Free Community, Quartz Countertops",4864,2,2,976,"(37.766674, -122.419825)",1,1,0,1,0,0,0,1,0,0,1,0
32nd Floor Unique 2 Bedroom W/Bridge View!,6293,2,2,1135,"(37.787295, -122.392719)",1,1,0,1,0,0,1,0,0,0,1,1
ParkingIncluded!Whole2BR/2Bath apartment-ALL YOUR OWN,4546,2,2,,"(37.7725, -122.4147)",0,0,0,1,0,0,1,0,0,1,1,1
"Upscale Floor Plans, On Site Maintenance, Concierge Services",4928,2,2,1090,"(37.772434, -122.39726)",1,1,0,1,0,0,0,1,0,0,1,1
Private bedroom + bathroom in 3BD/2BA SOMA apt,1350,3,2,,"(37.776229, -122.410462)",0,0,0,1,0,0,0,0,0,0,1,0
2 Bedroom with  views  overlooking downtown San Francisco!,4845,2,2,990,"(37.766424, -122.396996)",0,0,0,1,0,0,1,0,0,0,0,0
2 bedroom with a view of Downtown S.F.,5173,2,2,954,"(37.766424, -122.396996)",0,0,0,1,0,0,1,0,0,0,0,0
2nd Floor Luxury 2 Bedroom - GREAT PRICE!,5323,2,2,982,"(37.787295, -122.392719)",1,1,0,1,0,0,1,0,0,0,1,1
"Perfect Location, Game Room, Working Lounge",5689,2,2,1074,"(37.787996, -122.393597)",1,1,0,1,0,0,0,0,0,0,1,0
Brand New - Standout Plans - Striking Architecture,4595,2,2,866,"(37.761674, -122.391901)",1,1,0,1,0,0,1,0,0,0,1,1
Spacious 2 Bedroom 1 Bath in Quiet Building,3000,2,1,1000,"(37.783098, -122.479577)",0,0,0,0,1,0,1,0,0,0,1,0
Top Floor 2 Bed - West Facing - Spacious Open Living Space!!,5635,2,2,1025,"(37.769428, -122.403979)",1,1,0,1,0,0,0,0,0,0,1,1
Top Floor - 2 Bed - Open Living - West Facing Balcony - Afternoon Sun!,5953,2,2,1014,"(37.769428, -122.403979)",1,1,0,1,0,0,0,0,0,0,1,1
I'll lead you the way home - spacious 3 Bd 2.5 Ba w/ washer and dryer,5233,3,2.5,1401,"(37.719295, -122.483096)",1,1,0,0,0,1,0,0,0,0,1,0
"Small 2 BR, Folsom just off 24th Street",3800,2,1,,"(37.75275, -122.414346)",0,0,0,0,0,0,0,0,0,0,0,0
"Perfect Location, Guest Suite Available, Deep Soaker Tubs",5705,2,2,1078,"(37.771804, -122.426621)",1,1,0,1,0,0,0,0,0,0,0,0
"Perfect Location, Controlled Access, Lease Options",5466,2,2,1416,"(37.773083, -122.391187)",1,1,0,1,0,0,1,0,0,0,1,0
"If time is of the essence, call Parkmerced - spacious 2 Bd 2 Ba",3389,2,2,1093,"(37.719057, -122.481412)",1,1,0,0,1,0,0,0,0,0,1,0
Top Floor 3 or 4 Bed Flat w/ Yard & 2 Car Parking in Duboce Triangle,5695,3,1,1200,"(37.768527, -122.430164)",1,1,0,0,1,0,1,0,0,0,0,0
It's time to make life better - 2 Bd 2 Ba with hardwood floors,3369,2,2,1083,"(37.715357, -122.473429)",1,1,0,0,1,0,0,0,0,0,1,0
"Visit Your New Home, One Blk from Financial Dist, Spectacular Views",4990,2,2,1164,"(37.787703, -122.391971)",1,1,0,1,0,0,0,1,0,0,1,1
"2Br in Heart of Noe Valley - FP, HDWD",3595,2,1,850,"(37.751427, -122.432306)",0,0,0,0,1,0,0,0,0,0,0,0
Welcome to this bright upstairs home in quiet location. Beautiful woo,1000,2,3,959,"(37.2458, -121.8306)",1,0,0,0,0,0,0,0,0,1,0,0
Beautiful old San Francisco-style Middle Unit 3-bedroom 543 Vallejo,5200,3,1,,"(37.798895, -122.406247)",0,0,0,0,0,0,0,0,0,0,0,0
"Custom window treatments, Incredibly spacious walk-in closets",4859,2,2,950,"(37.776541, -122.417501)",0,0,0,0,0,0,0,0,0,0,0,0
Gorgeous Pacific Heights Flat,6000,2,1.5,1000,"(37.790255, -122.444867)",1,0,0,1,0,0,0,0,0,0,1,0
Come Take a Tour of your new home & closer to work,3075,2,1,870,"(37.469445, -122.21262)",1,1,0,1,0,0,0,0,1,0,0,0
Classic Ewardian with Modern Interior,4399,2,1,,"(37.77826, -122.434683)",1,1,0,0,1,0,0,0,0,0,1,0
STUNNING Dwntwn Views LARGE Top Flr 2BR+/1BA Telegraph Hill AVAIL NOW,5495,2,1,1200,"(37.799027, -122.405191)",0,0,0,1,0,0,1,0,0,0,1,0
Gorgeous 5BR2BA! Great Location! 1 short block from Google Shuttle!,7495,5,2,1800,"(37.742295, -122.423286)",0,0,0,0,1,0,0,0,0,0,1,0
1 short block away from Google Shuttle line! Spacious 4BR2BA!!!,6795,4,2,1800,"(37.742295, -122.423286)",0,0,0,0,1,0,0,0,0,0,1,0
Renovated Corner Apartment w/ Parking & Roof Deck Available Nov 15th,6500,3,2,2000,"(37.793977, -122.429804)",1,0,0,1,0,0,1,0,0,0,1,0
New Remodeled Luxury Condo - 2 Bed/ 1.5 Bath in Richmond District,3180,2,1.5,600,"(37.779688, -122.493297)",1,0,0,0,1,0,0,0,0,0,0,0
2 Bed/2 Bath Above Whole Foods! Great View of the Financial District!,4880,2,2,884,"(37.780917, -122.399457)",0,0,0,1,0,0,1,0,0,0,0,0
3/4Bdrm Top Floor Edwardian Flat. Best location! View & Restaurants,6950,3,,1350,"(37.76356, -122.397591)",0,0,0,0,0,1,0,0,0,0,0,0
